代號,名稱,年月,分類,資本適足率,股本,資產,權益,稅前損益,授信總額,存款,放款,權益比率,資產報酬率(稅前),存放比率,催收款,逾期放款,甲類逾期放款,乙類逾期放款,放款(含催收款),逾放比率,備抵呆帳,備抵呆帳覆蓋率,收益總計,費損總計,淨收益,利息收入,利息費用,淨利息總收益比,風險承受性
5830,三信銀行,2016/08,風險承受度稍弱,9.67,6371,148536,8388,557,112637,135954,110931,5.65,0.37,81.59,155,332,153,179,111086,0.3,2080,6.27 ,2549,1998,551,2272,692,2.867513612,0.003709538
5835,國泰世華,2016/08,表現穩健,14.82,72100,2464125,154533,14106,1296129,1979074,1281182,6.27,0.57,64.74,1977,2210,1977,233,1283159,0.17,18705,8.46 ,63482,54941,8541,17869,7984,1.157358623,0.003466139
5836,台北富邦銀,2016/08,表現穩健,14.39,106518,2141692,172905,13158,1193809,1633048,1142778,8.07,0.61,69.98,1931,2248,1970,278,1144709,0.2,14524,6.46 ,118734,110479,8255,14123,7034,0.858752271,0.003854429
5838,華銀,2016/08,風險承受度稍弱,12.71,71076,2484785,155368,10406,1586159,2058415,1528087,6.25,0.42,74.24,3936,4163,3309,855,1532023,0.27,17353,4.17 ,40771,34453,6318,20367,7301,2.068059513,0.002542675
5841,中信銀,2016/08,表現穩健,14.27,129821,2785554,248949,18613,1637402,2148359,1549264,8.94,0.67,72.11,4812,5480,4518,962,1554076,0.35,21131,3.86 ,67482,55909,11573,20731,7488,1.144301391,0.004154649
5843,兆豐商銀,2016/08,表現穩健,13.99,85362,2947960,252733,15471,1977675,2212216,1738657,8.57,0.52,78.59,1688,2285,2139,146,1740345,0.13,25081,10.98 ,29397,20223,9174,16670,6767,1.079463702,0.003111983
5844,一銀,2016/08,表現穩健,13.36,89064,2419692,187338,14361,1595044,1926552,1505253,7.74,0.59,78.13,3186,3017,1958,1059,1508438,0.2,19105,6.33 ,79318,69054,10264,18605,6717,1.158222915,0.004241862
5847,玉山銀,2016/08,表現穩健,13.96,72629,1818948,123569,11467,1083371,1495713,1058341,6.79,0.63,70.76,994,2009,1227,781,1059335,0.19,12780,6.36 ,41756,34923,6833,15403,5967,1.380945412,0.003756567
5848,台新銀,2016/08,風險承受度稍弱,12.69,59755,1515416,99177,8851,936564,1096477,876999,6.54,0.58,79.98,2244,2115,1875,241,879243,0.24,12269,5.80 ,39145,31700,7445,14756,6001,1.175957018,0.004912842
5849,永豐銀行,2016/08,風險承受度稍弱,12.84,83955,1458098,119029,5604,866616,1163145,838660,8.16,0.38,72.1,2728,3284,3072,212,841389,0.39,11998,3.65 ,30352,27679,2673,11426,5633,2.167227834,0.00183321
5850,日盛銀行,2016/08,表現穩健,13.81,16656,231290,19567,483,140114,190079,138700,8.46,0.21,72.97,323,381,355,26,139023,0.27,1880,4.93 ,4098,3703,395,1951,808,2.893670886,0.001707813
5852,元大銀,2016/08,風險承受度稍弱,13.17,41522,858730,57374,4506,511727,699975,477014,6.68,0.52,68.15,867,1039,1015,24,477882,0.22,6263,6.03 ,18365,15643,2722,7160,3261,1.432402645,0.003169797
5854,合庫,2016/08,風險承受度稍弱,12.84,85863,3111128,189823,9838,2045806,2568554,1955989,6.1,0.32,76.15,5969,6914,6354,560,1961958,0.35,21568,3.12 ,50679,43795,6884,28663,11750,2.456856479,0.002212702
5857,土銀,2016/08,風險承受度稍弱,11.51,58100,2631059,135820,9188,1859393,2267293,1801512,5.16,0.35,79.46,3210,3721,3240,481,1804721,0.21,27687,7.44 ,31038,23523,7515,24371,10666,1.823685961,0.002856264
5858,臺銀,2016/08,風險承受度稍弱,12.07,95000,4845923,272656,17134,2390891,3900728,2299582,5.63,0.35,58.95,5510,6612,5128,1484,2305091,0.29,31454,4.76 ,197669,183755,13914,32764,21316,0.822768435,0.00287128
5862,板信銀,2016/08,風險承受度稍弱,10.42,12627,228555,13594,580,144874,200784,139478,5.95,0.25,69.47,1328,1384,1343,40,140805,0.98,1817,1.31 ,3978,3528,450,2387,1030,3.015555556,0.001968892
5863,瑞興銀,2016/08,風險承受度稍弱,11.20,2733,78973,5165,104,44791,63884,44008,6.54,0.13,68.89,53,55,49,7,44061,0.13,481,8.75 ,916,812,104,792,321,4.528846154,0.001316906
5870,花旗台灣,2016/08,表現穩健,14.24,66033,798735,93815,6410,309092,591891,290780,11.75,0.8,49.13,99,1119,360,759,290880,0.38,4694,4.19 ,18202,13520,4682,7326,1071,1.335967535,0.005861769
5872,匯豐台灣,2016/08,表現穩健,14.34,34800,748737,49269,3723,269850,394129,225314,6.58,0.5,57.17,35,58,32,26,225348,0.03,2794,48.17 ,9634,7004,2630,4040,1732,0.87756654,0.003512582
5875,星展台灣,2016/08,表現穩健,13.35,30000,364176,31691,66,232070,270131,204456,8.7,0.02,75.69,1309,1890,1629,262,205764,0.92,3092,1.64 ,5988,5820,168,3333,1412,11.43452381,0.000461315
5876,上海商銀,2016/08,表現穩健,13.85,40791,1020084,115760,9003,602798,771266,557460,11.35,0.88,72.28,1501,1752,1500,252,558961,0.31,9127,5.21 ,20389,13612,6777,8461,3226,0.772465693,0.006643571
5879,澳盛台灣,2016/08,#N/A,#N/A,22567,217347,25854,606,123000,132329,102940,11.9,0.28,77.79,333,493,491,2,103273,0.48,1791,3.63 ,3887,3353,534,1898,547,2.529962547,0.002456901
2801,彰銀,2016/07,風險承受度稍弱,12.21,89648,1996709,134191,8595,1373710,1551353,1319937,6.72,0.43,85.08,2793,3197,2900,297,1322730,0.24,15714,4.92 ,31287,26132,5155,14230,5493,1.69485936,0.002581748
2807,渣打銀行,2016/07,表現穩健,14.90,29106,603497,42436,467,281317,474894,271827,7.03,0.08,57.24,912,1483,1071,411,272738,0.54,5084,3.43 ,8194,7389,805,4736,1657,3.82484472,0.001333892
2809,京城銀,2016/07,表現穩健,15.59,11512,242474,31558,3163,136101,169417,131113,13.02,1.3,77.39,28,38,20,18,131140,0.03,2009,52.87 ,4661,2603,2058,2511,709,0.875607386,0.008487508
2812,台中銀,2016/07,風險承受度稍弱,10.52,32381,609815,40370,2245,428903,527457,412479,6.62,0.37,78.2,2077,2374,2126,248,414556,0.57,6136,2.58 ,7822,5619,2203,6080,2184,1.768497503,0.003612571
2834,臺企銀,2016/07,風險承受度稍弱,12.17,59689,1463458,70799,3720,1028423,1228534,1011229,4.84,0.25,82.31,5071,5930,5644,286,1016299,0.58,11382,1.92 ,16550,13599,2951,12046,5069,2.364283294,0.002016457
2836,高雄銀,2016/07,風險承受度稍弱,10.05,8232,255104,12399,411,176196,224488,171954,4.86,0.16,76.6,833,1024,833,190,172787,0.59,2159,2.11 ,2774,2594,180,2144,1043,6.116666667,0.000705595
2837,凱基銀行,2016/07,表現穩健,14.61,46062,539887,59137,2857,269185,336767,241109,10.95,0.53,71.6,549,718,563,155,241657,0.3,3326,4.63 ,47126,46148,978,3938,1581,2.41002045,0.00181149
2838,聯邦銀,2016/07,風險承受度稍弱,13.15,26052,530164,36202,1924,295746,425991,276799,6.83,0.36,64.98,98,207,176,31,276897,0.07,3116,15.05 ,8564,6755,1809,5355,2109,1.794361526,0.003412152
2845,遠東銀,2016/07,表現穩健,13.70,31114,549321,40037,2238,361445,435455,337120,7.29,0.41,77.42,628,965,786,179,337748,0.29,4529,4.69 ,12822,11574,1248,5145,2658,1.992788462,0.002271896
2847,大眾銀,2016/07,#N/A,#N/A,36372,428277,42372,341,295800,328694,274365,9.89,0.08,83.47,736,789,284,505,275101,0.29,4407,5.59 ,10314,8560,1754,3939,1696,1.278791334,0.00409548
2849,安泰銀,2016/07,表現穩健,13.54,16797,304080,30246,1056,190078,243995,178802,9.95,0.35,73.28,1728,1911,1660,252,180530,1.06,2606,1.36 ,6652,5631,1021,3271,1615,1.621939275,0.003357669
2893,新光銀行,2016/07,風險承受度稍弱,12.75,34354,768140,48175,3139,507212,666993,485948,6.27,0.41,72.86,680,940,676,264,486627,0.19,6114,6.50 ,16024,13051,2973,7566,2670,1.646821393,0.003870388
28944,中輸銀,2016/07,表現穩健,30.25,22000,107184,24214,300,113567,0,98437,22.59,0.28,0,219,219,219,0,98656,0.22,988,4.51 ,802,811,-9,463,68,-43.88888889,-8.39678E-05
2895,陽信銀,2016/07,風險承受度稍弱,11.06,18483,385237,22411,1732,255322,338001,252286,5.82,0.45,74.64,49,220,70,151,252335,0.09,2841,12.91 ,5534,3935,1599,3942,1668,1.422138837,0.004150692
2897,王道銀行,2016/07,表現穩健,14.36,23905,260456,29500,1077,146166,164856,134965,11.33,0.41,81.87,358,405,405,0,135323,0.3,2213,5.46 ,7019,6836,183,1240,600,3.49726776,0.000702614
5827,華泰銀行,2016/07,風險承受度稍弱,12.05,7188,143345,8698,146,92596,121140,91494,6.07,0.1,75.53,724,1122,744,378,92217,1.22,1323,1.18 ,2784,2580,204,1458,555,4.426470588,0.00142314
5830,三信銀行,2016/07,風險承受度稍弱,9.67,6371,148111,8328,481,112137,135656,110382,5.62,0.32,81.37,173,286,164,122,110555,0.26,2080,7.27 ,2226,1750,476,1989,611,2.894957983,0.003213806
5835,國泰世華,2016/07,表現穩健,14.82,72100,2417180,153327,12322,1262584,1955183,1247959,6.34,0.51,63.83,2142,2415,2142,273,1250101,0.19,18750,7.76 ,57656,50152,7504,15612,7025,1.144323028,0.003104444
5836,台北富邦銀,2016/07,表現穩健,14.39,106518,2113502,171584,11502,1204076,1625172,1148246,8.12,0.54,70.65,2073,2396,2145,250,1150319,0.21,14622,6.10 ,111136,103969,7167,12382,6201,0.862425003,0.003391054
5838,華銀,2016/07,風險承受度稍弱,12.71,71076,2463570,154699,9433,1572492,2034533,1517807,6.28,0.38,74.6,4162,4058,3333,726,1521969,0.27,16823,4.15 ,35574,29707,5867,17823,6425,1.942730527,0.002381503
5841,中信銀,2016/07,表現穩健,14.27,129821,2717138,247635,16145,1625377,2124215,1535018,9.11,0.59,72.26,4486,5221,4215,1005,1539504,0.34,20828,3.99 ,59492,49440,10052,18152,6622,1.147035416,0.003699481
5843,兆豐商銀,2016/07,表現穩健,13.99,85362,2979906,256052,18515,1972444,2239455,1723329,8.59,0.62,76.95,1547,1957,1887,70,1724875,0.11,24690,12.62 ,25848,17943,7905,14622,6022,1.087919039,0.002652768
5844,一銀,2016/07,表現穩健,13.36,89064,2426042,185944,12461,1594488,1918365,1500292,7.66,0.51,78.21,3339,2933,2113,820,1503631,0.2,19452,6.63 ,67921,58990,8931,16333,5942,1.163475535,0.003681305
5847,玉山銀,2016/07,表現穩健,13.96,72629,1812210,122403,9921,1065464,1479058,1040758,6.75,0.55,70.37,1036,2010,1202,809,1041793,0.19,12777,6.36 ,36183,30343,5840,13508,5299,1.405650685,0.003222585
5848,台新銀,2016/07,風險承受度稍弱,12.69,59755,1476505,98183,7866,928229,1068896,870465,6.65,0.53,81.44,2169,2074,1758,315,872633,0.24,12042,5.81 ,35257,28753,6504,12925,5299,1.172509225,0.004404997
5849,永豐銀行,2016/07,風險承受度稍弱,12.84,83955,1449166,118544,5059,853611,1158060,827042,8.18,0.35,71.42,2366,2839,2640,199,829408,0.34,11871,4.18 ,27731,25380,2351,10022,4963,2.151850276,0.001622312
5850,日盛銀行,2016/07,表現穩健,13.81,16656,226508,19398,370,139438,188560,137953,8.56,0.16,73.16,293,384,339,45,138247,0.28,1852,4.82 ,3596,3246,350,1708,715,2.837142857,0.001545199
5852,元大銀,2016/07,風險承受度稍弱,13.17,41522,843809,56792,3899,515346,714328,479772,6.73,0.46,67.16,789,1042,979,63,480561,0.22,6300,6.05 ,16070,13735,2335,6277,2864,1.461670236,0.002767214
5854,合庫,2016/07,風險承受度稍弱,12.84,85863,3122434,188598,8416,2051481,2575781,1961610,6.04,0.27,76.16,5630,6327,5822,505,1967240,0.32,21532,3.40 ,44491,38723,5768,25196,10397,2.565707351,0.001847277
5857,土銀,2016/07,風險承受度稍弱,11.51,58100,2575489,134607,7954,1829442,2201096,1768775,5.23,0.31,80.36,3195,3739,3249,490,1771970,0.21,27649,7.39 ,27133,20608,6525,21407,9418,1.837394636,0.002533499
5858,臺銀,2016/07,風險承受度稍弱,12.07,95000,4874153,273460,16386,2361098,3958539,2263975,5.61,0.34,57.19,5478,6873,5101,1771,2269453,0.3,31366,4.56 ,171911,158590,13321,28897,18809,0.757300503,0.002732988
5862,板信銀,2016/07,風險承受度稍弱,10.42,12627,219324,13529,503,144630,196048,139380,6.17,0.23,71.09,1289,1361,1301,59,140669,0.97,1797,1.32 ,3508,3124,384,2090,900,3.098958333,0.001750834
5863,瑞興銀,2016/07,風險承受度稍弱,11.20,2733,79570,5141,83,45069,62859,44265,6.46,0.1,70.42,53,51,48,2,44318,0.11,481,9.43 ,793,710,83,696,283,4.975903614,0.001043107
5870,花旗台灣,2016/07,表現穩健,14.24,66033,810716,92984,5402,311713,619253,289966,11.47,0.67,46.83,100,1062,341,721,290066,0.37,4618,4.35 ,16976,13032,3944,6396,950,1.380831643,0.004864836
5872,匯豐台灣,2016/07,表現穩健,14.34,34800,686985,48781,3122,268288,396325,223849,7.1,0.45,56.48,44,69,35,34,223893,0.03,2785,40.36 ,8172,6083,2089,3563,1529,0.973671613,0.003040823
5875,星展台灣,2016/07,表現穩健,13.35,30000,360613,31664,80,229019,265993,200146,8.78,0.02,75.24,1243,1735,1518,217,201389,0.86,2978,1.72 ,5206,5136,70,2907,1252,23.64285714,0.000194114
5876,上海商銀,2016/07,表現穩健,13.85,40791,1047372,114542,7804,601721,785569,556183,10.94,0.75,70.8,1446,1782,1384,397,557629,0.32,9059,5.08 ,17220,11386,5834,7427,2862,0.782482002,0.005570132
5879,澳盛台灣,2016/07,#N/A,#N/A,22567,230127,25787,567,132031,132584,105989,11.21,0.25,79.94,332,484,483,1,106321,0.46,1735,3.58 ,3460,2954,506,1676,493,2.337944664,0.002198786
2801,彰銀,2016/06,風險承受度稍弱,11.56,89648,1955677,132914,7162,1404605,1554548,1348559,6.8,0.37,86.75,2771,3068,2761,307,1351330,0.23,15695,5.12 ,26978,22715,4263,12292,4770,1.764485104,0.002179808
2807,渣打銀行,2016/06,表現穩健,14.83,29106,624393,42300,270,285601,485896,274391,6.77,0.04,56.47,915,1454,1030,424,275305,0.53,5209,3.58 ,7033,6366,667,4085,1448,3.953523238,0.001068237
2809,京城銀,2016/06,表現穩健,14.99,11512,236802,30704,2625,133707,169635,128932,12.97,1.11,76.01,30,42,29,14,128962,0.03,1980,47.14 ,3880,2209,1671,2161,615,0.925194494,0.007056528
2812,台中銀,2016/06,風險承受度稍弱,10.32,32381,589324,40013,1889,423288,516110,407488,6.79,0.32,78.95,1891,2269,2008,261,409379,0.55,6083,2.68 ,6724,4809,1915,5218,1890,1.737859008,0.003249486
2834,臺企銀,2016/06,風險承受度稍弱,11.11,59689,1482057,70072,3143,1038457,1262099,1021540,4.73,0.21,80.94,5056,5827,5485,342,1026596,0.57,11234,1.93 ,14349,11839,2510,10353,4385,2.377689243,0.001693592
2836,高雄銀,2016/06,風險承受度稍弱,10.23,8232,251116,12315,345,177545,222327,173521,4.9,0.14,78.05,692,971,692,278,174213,0.56,2138,2.20 ,2411,2260,151,1846,902,6.251655629,0.000601316
2837,凱基銀行,2016/06,表現穩健,14.86,46062,512775,58382,2164,264590,327459,235895,11.39,0.42,72.04,559,744,578,166,236454,0.31,3267,4.39 ,39399,38887,512,3382,1368,3.93359375,0.000998489
2838,聯邦銀,2016/06,表現穩健,13.01,26052,515167,35606,1606,293945,422878,275833,6.91,0.31,65.23,98,211,181,30,275932,0.08,3118,14.78 ,7500,5965,1535,4609,1833,1.808469055,0.002979616
2845,遠東銀,2016/06,風險承受度稍弱,12.53,31114,551548,39676,1874,357502,437094,334723,7.19,0.34,76.58,547,923,759,164,335270,0.28,4469,4.84 ,10364,9268,1096,4430,2308,1.936131387,0.001987134
2847,大眾銀,2016/06,#N/A,#N/A,36372,422931,42109,96,296511,326522,273596,9.96,0.02,83.79,656,712,253,459,274252,0.26,4370,6.14 ,9130,7578,1552,3382,1475,1.228737113,0.003669629
2849,安泰銀,2016/06,表現穩健,13.42,16797,306044,29961,745,193320,246504,180341,9.79,0.24,73.16,1518,1767,1447,321,181859,0.97,2594,1.47 ,5772,4966,806,2821,1394,1.770471464,0.002633608
2893,新光銀行,2016/06,風險承受度稍弱,12.45,34354,759473,47733,2635,510339,644872,488148,6.29,0.35,75.7,650,940,644,296,488798,0.19,6082,6.47 ,13789,11379,2410,6486,2316,1.730290456,0.003173253
28944,中輸銀,2016/06,表現穩健,30.19,22000,108007,24262,257,113802,0,98979,22.46,0.24,0,220,220,220,0,99199,0.22,961,4.37 ,683,687,-4,401,58,-85.75,-3.70346E-05
2895,陽信銀,2016/06,風險承受度稍弱,9.89,18483,381747,22085,1502,255372,333646,252246,5.79,0.39,75.6,46,225,70,155,252292,0.09,2822,12.54 ,4743,3350,1393,3367,1437,1.385498923,0.003649014
2897,王道銀行,2016/06,表現穩健,14.72,23905,265615,29340,988,144184,158277,133067,11.05,0.37,84.07,358,358,358,0,133425,0.27,2170,6.06 ,6483,6663,-180,1057,515,-3.011111111,-0.000677673
5827,華泰銀行,2016/06,風險承受度稍弱,10.80,7188,141268,8673,143,93341,118749,92550,6.14,0.1,77.94,422,993,505,488,92972,1.07,1250,1.26 ,2378,2208,170,1252,477,4.558823529,0.001203386
5830,三信銀行,2016/06,風險承受度稍弱,9.73,6371,146434,8275,422,111232,134094,109506,5.65,0.29,81.66,175,294,188,106,109681,0.27,2094,7.12 ,1908,1490,418,1707,528,2.820574163,0.002854528
5835,國泰世華,2016/06,表現穩健,15.15,72100,2411122,152632,10411,1276536,1925139,1261889,6.33,0.43,65.55,1679,1991,1679,313,1263568,0.16,18704,9.39 ,51965,46080,5885,13374,6047,1.245029737,0.002440772
5836,台北富邦銀,2016/06,表現穩健,13.91,106518,2085824,170370,9866,1209766,1573652,1152992,8.17,0.47,73.27,1757,2128,1930,198,1154748,0.18,14449,6.79 ,103353,97615,5738,10634,5359,0.919309864,0.002750951
5838,華銀,2016/06,風險承受度稍弱,12.18,71076,2461167,153688,8540,1579251,2029667,1523074,6.24,0.35,75.04,4095,4040,3256,784,1527169,0.26,16188,4.01 ,30121,24652,5469,15234,5524,1.775461693,0.002222117
5841,中信銀,2016/06,表現穩健,13.97,129821,2635755,247223,13905,1595560,2051169,1503287,9.38,0.53,73.29,4243,4891,4064,827,1507530,0.32,20300,4.15 ,51790,43026,8764,15571,5753,1.120264719,0.003325043
5843,兆豐商銀,2016/06,表現穩健,13.23,85362,2973714,253738,15814,1999105,2217478,1740090,8.53,0.53,78.47,1337,1585,1485,101,1741427,0.09,24224,15.28 ,22476,15611,6865,12581,5268,1.065258558,0.002308561
5844,一銀,2016/06,表現穩健,13.46,89064,2412035,184324,10499,1588555,1905954,1494153,7.64,0.44,78.39,3116,3060,2253,806,1497269,0.2,19451,6.36 ,59501,51852,7649,14039,5151,1.161981958,0.003171181
5847,玉山銀,2016/06,表現穩健,14.04,72629,1806690,121155,8488,1059702,1488678,1033354,6.71,0.47,69.41,1037,1852,1044,808,1034391,0.18,12525,6.76 ,30805,26055,4750,11592,4608,1.470315789,0.002629117
5848,台新銀,2016/06,風險承受度稍弱,12.54,59755,1496940,97097,6820,927907,1083181,868253,6.49,0.46,80.16,2031,1875,1574,301,870284,0.22,11737,6.26 ,32843,27230,5613,11090,4582,1.159451274,0.003749649
5849,永豐銀行,2016/06,表現穩健,13.13,83955,1446760,118209,4635,865474,1159283,836999,8.17,0.32,72.2,2322,2821,2624,197,839321,0.34,11449,4.06 ,24440,22213,2227,8615,4279,1.94701392,0.001539302
5850,日盛銀行,2016/06,表現穩健,14.01,16656,221492,19280,367,138561,184292,137178,8.7,0.17,74.44,264,341,306,35,137443,0.25,1787,5.24 ,2981,2626,355,1465,619,2.383098592,0.001602767
5852,元大銀,2016/06,表現穩健,13.31,41522,826831,56109,3331,514776,688490,479250,6.79,0.4,69.61,853,1005,981,23,480103,0.21,6368,6.34 ,13670,11677,1993,5385,2455,1.470145509,0.002410408
5854,合庫,2016/06,風險承受度稍弱,12.39,85863,3120050,186745,6971,2050707,2592338,1961984,5.99,0.22,75.68,5675,6298,5775,523,1967659,0.32,20960,3.33 ,38124,33304,4820,21526,9016,2.595435685,0.001544847
5857,土銀,2016/06,風險承受度稍弱,11.46,58100,2586936,132590,6623,1815299,2219652,1753856,5.13,0.26,79.01,2906,3491,2901,590,1756761,0.2,27413,7.85 ,23220,17719,5501,18380,8132,1.862934012,0.002126454
5858,臺銀,2016/06,風險承受度稍弱,12.07,95000,4768643,270893,15584,2340243,3881915,2241968,5.68,0.33,57.75,5277,6370,4921,1449,2247245,0.28,31247,4.91 ,144083,131195,12888,25030,16268,0.679857232,0.002702656
5862,板信銀,2016/06,風險承受度稍弱,9.17,12627,216008,13480,454,144616,192722,139656,6.24,0.21,72.47,1085,1120,1090,30,140741,0.8,1755,1.57 ,3032,2680,352,1789,772,2.889204545,0.001629569
5863,瑞興銀,2016/06,風險承受度稍弱,11.17,2733,75912,5111,74,44266,62079,43667,6.73,0.1,70.34,53,112,109,3,43720,0.26,482,4.30 ,684,611,73,598,245,4.835616438,0.00096164
5870,花旗台灣,2016/06,表現穩健,13.54,66033,814767,92243,4539,302431,611324,279756,11.32,0.56,45.76,93,1136,398,738,279850,0.41,4629,4.07 ,14827,11561,3266,5472,825,1.422841396,0.004008508
5872,匯豐台灣,2016/06,表現穩健,14.27,34800,701261,48466,2790,267786,409848,220537,6.91,0.4,53.81,42,93,33,60,220580,0.04,2741,29.47 ,6988,5200,1788,3082,1321,0.984899329,0.002549693
5875,星展台灣,2016/06,表現穩健,13.60,30000,353344,31644,14,230239,265447,199773,8.96,0,75.26,1203,1638,1403,236,200976,0.82,2978,1.82 ,4367,4417,-50,2482,1082,-28,-0.000141505
5876,上海商銀,2016/06,表現穩健,13.63,40791,1030485,114777,6449,606366,785268,560654,11.14,0.63,71.4,1449,1646,1351,295,562103,0.29,9009,5.47 ,14410,9635,4775,6384,2478,0.818010471,0.00463374
5879,澳盛台灣,2016/06,#N/A,#N/A,22567,236279,25741,518,142366,147237,110768,10.89,0.22,75.23,341,488,488,1,111109,0.44,1719,3.52 ,2840,2366,474,1446,436,2.130801688,0.002006103
2801,彰銀,2016/05,風險承受度稍弱,11.56,84573,1973900,135123,6061,1436039,1530277,1389443,6.85,0.31,90.8,2937,3155,2930,224,1392380,0.23,15656,4.96 ,22098,18329,3769,10301,4036,1.662244627,0.001909418
2807,渣打銀行,2016/05,表現穩健,14.83,29106,607645,43193,100,287585,486051,277385,7.11,0.02,57.07,1057,1821,1495,326,278441,0.65,5068,2.78 ,5724,5385,339,3444,1249,6.474926254,0.000557892
2809,京城銀,2016/05,表現穩健,14.99,11512,240886,29979,2121,132417,171421,128784,12.45,0.88,75.13,29,38,27,11,128813,0.03,1966,51.74 ,3093,1784,1309,1816,517,0.992360581,0.005434106
2812,台中銀,2016/05,風險承受度稍弱,10.32,31840,590300,41322,1552,418461,507524,402651,7,0.26,79.34,1761,2240,1853,387,404412,0.55,5949,2.66 ,5502,3856,1646,4357,1588,1.682260024,0.002788413
